"GFP-A","mCherry-A"
285,762
687,910
267,323
279,746
565,963
362,307
346,597
331,239
255,824
471,721
233,384
392,802
421,490
297,712
366,878
415,737
605,892
464,998
238,347
670,825
458,871
234,266
381,521
355,593
241,643
231,238
295,678
509,827
236,602
346,772
334,725
543,653
340,627
309,656
250,531
442,742
264,668
387,705
255,764
279,569
305,683
437,708
360,703
387,735
504,699
471,849
317,665
625,726
288,611
293,600
248,635
374,708
286,491
241,419
269,768
244,659
250,833
258,550
273,761
271,859
304,496
323,827
348,596
286,800
620,857
321,720
249,270
740,865
264,763
343,255
276,740
397,633
258,657
234,261
455,820
287,559
270,843
549,959
636,948
468,737
429,665
292,584
312,676
436,663
241,277
234,485
266,500
233,732
462,601
287,632
335,758
237,586
292,735
257,603
312,465
362,830
263,598
259,628
273,760
242,325
282,706
395,888
279,838
626,874
253,581
238,752
366,771
302,616
327,844
422,749
288,561
381,842
260,743
367,656
371,693
308,601
485,793
291,737
415,864
303,855
326,821
277,567
232,449
288,287
404,729
232,676
296,619
234,693
355,727
335,697
405,699
370,840
312,489
447,734
304,477
241,757
285,679
249,737
233,786
449,575
373,624
264,372
287,576
247,708
302,789
252,716
338,732
251,741
325,298
234,762
554,928
298,786
263,356
229,373
301,590
288,679
322,797
330,247
237,433
252,521
446,787
230,290
307,663
668,816
241,414
450,663
382,809
238,573
530,967
232,700
235,714
321,835
232,705
354,571
353,728
407,642
475,748
257,464
264,717
284,772
342,607
545,718
269,821
280,454
297,543
360,595
316,518
733,846
240,417
239,795
330,269
317,539
333,687
399,723
231,221
349,354
321,848
522,580
391,713
303,788
321,681
269,723
432,884
244,811
273,830
224,216
456,835
355,836
280,776
305,773
237,536
263,653
691,785
415,907
258,402
237,580
262,393
301,774
276,515
421,714
451,982
354,809
246,777
264,290
270,398
309,826
237,693
252,737
300,725
300,816
233,240
250,611
303,554
294,723
242,754
257,584
253,496
378,508
655,853
454,699
280,762
297,817
461,699
260,718
340,815
346,573
269,734
464,703
538,739
251,650
359,861
696,890
366,783
571,738
288,573
437,771
231,419
386,825
650,909
245,288
244,525
421,795
361,764
651,794
242,701
271,532
296,367
256,570
321,660
248,662
273,566
242,571
443,958
275,491
274,588
794,895
267,614
354,681
249,857
238,349
283,702
295,846
238,847
714,714
457,830
291,324
332,357
258,732
349,524
356,492
372,619
251,443
337,616
331,805
361,747
288,724
238,728
350,651
423,833
229,556
318,554
276,694
511,797
269,265
430,794
283,827
281,441
470,951
262,260
359,895
396,638
428,648
449,823
282,829
470,863
354,582
246,561
239,622
261,775
289,845
310,364
502,941
245,554
246,733
244,771
256,629
390,701
297,423
390,437
259,556
238,546
395,628
256,620
237,718
337,510
418,721
320,750
324,770
295,323
246,467
274,477
294,236
400,650
344,240
357,820
382,844
500,877
279,772
233,453
235,482
268,819
228,496
296,627
232,676
261,532
249,718
242,761
341,805
229,539
243,783
351,843
632,683
232,392
389,654
244,556
231,416
264,237
402,864
258,516
317,698
297,322
249,630
479,782
285,828
336,516
399,688
391,646
261,226
366,603
238,549
503,685
296,606
274,649
263,579
233,367
367,433
464,747
477,711
619,876
646,905
262,527
410,886
489,603
312,710
311,847
251,582
803,945
348,826
421,882
279,614
302,706
248,651
267,665
233,708
360,648
277,686
384,878
360,769
400,813
243,475
397,686
253,650
389,881
312,819
285,363
302,628
270,460
349,552
744,885
261,714
482,731
283,577
327,804
243,527
358,707
265,536
