"Comp-FITC-A","Comp-Texas Red-A"
282,255
630,332
474,483
380,290
244,241
381,299
340,588
248,259
815,693
266,246
621,610
528,748
264,266
263,262
307,520
1002,854
632,786
914,746
793,559
258,250
252,243
270,241
305,539
470,657
875,694
265,462
301,576
816,729
260,282
588,403
243,245
802,643
254,232
284,340
283,267
305,504
398,501
260,243
479,303
987,825
745,408
251,247
831,758
280,266
557,410
358,652
275,246
251,242
1023,884
258,245
273,406
405,271
805,661
1023,924
757,631
251,248
788,749
1023,897
612,691
815,678
270,310
407,628
438,256
269,248
260,248
247,245
354,659
253,246
559,308
263,272
391,658
827,791
436,584
292,343
331,473
446,621
794,652
870,681
781,726
252,242
298,266
547,632
281,311
324,449
313,559
247,241
279,264
263,322
260,311
807,717
248,237
271,246
247,249
262,255
264,246
257,245
249,245
330,252
948,825
306,266
861,711
721,601
961,797
304,256
343,254
773,529
258,318
558,546
252,247
648,293
248,246
807,719
230,230
1011,902
881,825
367,607
871,692
339,711
925,798
927,794
368,410
272,462
262,242
252,235
480,643
249,232
259,249
255,239
323,576
383,301
262,242
250,261
299,393
265,243
968,799
420,601
281,256
608,399
822,705
917,784
239,233
928,610
365,246
248,260
940,811
652,494
236,234
581,736
246,235
256,249
252,242
794,589
438,520
825,719
268,242
909,419
274,257
249,240
239,239
292,470
264,247
909,751
1023,871
1020,905
242,239
861,866
238,237
292,266
239,242
315,297
1023,914
248,238
238,238
259,244
261,303
244,415
873,748
236,233
263,281
943,788
245,239
241,231
242,234
250,238
276,438
885,703
240,238
285,265
275,252
614,627
239,240
251,244
285,248
234,238
974,819
928,817
1020,916
288,468
478,603
259,482
253,251
520,715
305,312
462,395
261,364
245,337
314,462
291,295
789,645
266,257
246,239
255,249
1023,941
277,500
330,282
319,548
247,235
964,805
936,763
264,248
274,615
814,631
291,591
469,666
969,775
698,691
261,489
247,243
591,470
243,236
1000,848
250,246
319,499
509,722
243,229
249,244
299,427
254,239
256,244
266,250
791,557
447,677
244,234
257,293
406,641
258,239
268,249
781,643
433,630
266,265
1023,892
633,678
444,646
326,600
703,705
990,831
259,234
394,626
673,349
250,234
576,624
1023,825
355,644
253,243
888,737
1023,834
237,234
247,240
783,689
998,861
513,415
240,238
250,232
235,234
391,621
389,300
246,247
252,248
240,245
336,648
1017,886
272,260
864,748
567,715
252,249
263,296
470,437
696,695
730,726
986,761
239,236
1023,917
246,251
248,246
288,281
264,250
310,279
844,754
594,732
1023,874
455,251
244,238
254,235
472,524
413,553
842,685
1023,819
244,237
367,276
573,449
1023,901
241,239
251,247
350,564
251,244
1019,865
1023,887
303,254
258,234
241,237
247,247
307,271
462,476
307,490
724,611
660,582
254,261
537,642
261,250
253,238
301,286
271,413
822,590
253,242
330,306
673,749
256,246
247,241
360,609
246,240
247,241
383,640
254,234
308,279
252,245
510,430
253,244
577,576
276,258
254,245
258,274
291,257
264,243
257,248
735,621
291,268
632,335
266,274
251,240
258,251
343,639
613,336
864,749
250,237
259,242
632,766
1022,995
269,260
723,566
418,552
411,660
369,620
255,244
298,597
550,705
333,559
252,248
784,567
311,500
952,834
351,642
792,637
617,601
267,245
451,573
961,820
263,249
860,652
257,322
269,249
337,609
271,249
245,238
1023,913
268,467
692,638
278,259
254,244
545,686
271,244
260,242
281,276
254,242
776,598
730,559
937,787
332,250
320,394
268,245
623,774
845,714
256,242
252,243
305,320
280,258
507,660
341,651
272,246
724,741
996,850
297,270
268,247
280,246
334,568
277,249
251,241
256,245
1019,872
980,867
246,237
1018,892
248,241
995,849
246,236
302,318
393,440
248,235
886,713
241,243
921,707
806,620
271,250
638,637
246,237
827,690
254,246
421,603
297,351
887,655
244,240
256,242
244,241
463,343
304,242
248,245
310,256
546,793
264,241
245,238
255,234
252,235
255,250
711,723
382,290
448,364
258,252
273,259
638,649
242,253
738,717
1023,924
282,402
259,250
266,393
684,498
252,259
1023,889
262,384
253,244
450,529
250,256
249,245
526,295
306,611
589,643
470,616
416,571
257,261
269,244
993,853
456,636
327,595
280,260
302,286
288,317
260,243
248,384
249,247
514,351
448,379
266,257
565,445
446,336
264,261
395,635
262,247
586,664
259,247
292,284
964,800
940,792
274,258
367,606
274,246
284,276
305,266
827,616
354,654
454,635
345,635
265,247
852,722
700,636
263,243
252,244
245,238
1016,850
271,242
885,727
883,720
262,259
270,373
272,396
1000,879
878,650
1023,914
264,255
1000,830
248,238
1023,947
301,256
264,241
424,665
907,741
657,663
1022,953
254,242
249,241
237,366
238,244
248,240
255,239
865,677
245,240
308,289
860,652
250,245
253,241
248,245
522,424
336,394
1004,858
272,253
950,804
657,637
1022,973
253,252
260,242
282,596
312,283
773,628
252,241
391,509
975,844
561,431
248,244
262,250
257,344
444,341
243,244
272,277
256,239
247,242
1023,900
259,250
349,509
329,310
250,241
606,681
250,272
258,244
265,312
398,566
412,644
274,256
350,558
840,772
941,690
259,245
259,301
270,250
253,236
250,239
288,256
256,243
255,242
712,589
252,241
267,247
591,553
253,240
287,310
753,747
283,475
922,766
263,241
250,237
440,291
248,237
340,608
479,565
397,446
318,418
304,250
267,253
247,243
308,563
273,243
299,250
266,248
324,290
252,242
870,700
778,774
414,541
243,237
653,689
271,264
615,571
275,499
745,746
781,649
1023,910
421,323
251,243
253,248
500,717
303,435
244,243
718,720
267,252
244,237
245,235
267,338
249,240
248,239
277,257
828,726
580,633
359,470
1023,868
484,289
403,536
1016,855
862,641
331,538
255,245
249,237
253,250
449,466
256,239
260,245
275,557
265,253
309,291
746,714
611,686
300,506
257,242
295,560
254,242
545,472
473,465
462,659
256,252
252,239
784,752
375,587
261,245
741,671
552,419
314,643
957,739
916,751
322,282
252,246
708,698
256,247
266,255
384,337
441,506
278,286
258,256
269,254
256,250
1023,884
254,245
373,385
808,613
279,453
924,747
247,238
842,667
239,233
308,504
339,296
825,663
252,240
288,249
883,751
339,566
259,241
635,623
247,240
258,246
714,355
691,699
246,280
248,243
689,420
772,776
297,576
332,617
373,379
274,414
255,293
333,311
903,752
876,676
264,324
262,340
311,282
306,238
273,257
270,252
726,698
259,247
840,684
255,242
259,297
502,518
1023,943
319,342
434,572
583,705
273,260
258,411
292,252
260,237
274,251
1023,902
248,236
253,241
298,593
605,592
582,663
321,590
490,421
1009,828
994,851
334,645
245,239
275,244
234,241
273,269
263,264
920,743
259,251
716,585
283,267
255,243
255,247
1023,888
265,245
245,233
253,250
242,237
637,692
262,378
269,252
424,667
262,246
254,246
292,273
1023,911
320,539
360,622
251,233
249,250
903,781
593,438
400,657
282,250
257,244
796,602
253,244
249,240
297,257
272,348
783,618
267,287
979,855
250,238
277,239
247,244
261,499
948,843
1023,859
961,789
247,243
703,637
252,236
283,240
254,241
244,240
819,664
960,793
345,567
472,589
242,240
342,628
263,247
272,273
450,685
942,779
434,690
328,467
318,433
578,570
885,708
313,237
331,594
375,653
245,242
273,243
